Vivado Simulator 2018.2
Time resolution is 1 ps
T =   30.0 ps | State = RESET  | Next State = FETCH  | PC = 00000000 | IR = 00000000
T = 3021.0 ps | State = BNE_1  | Next State = BNE_2  | PC = 00000028 | IR = 1440fffb
T = 3030.0 ps | State = BNE_2  | Next State = FETCH  | PC = 00000028 | IR = 1440fffb
T = 3040.0 ps | State = FETCH  | Next State = DECODE | PC = 00000014 | IR = 1440fffb
T = 3050.0 ps | State = DECODE | Next State = R-Type | PC = 00000018 | IR = 00010843
T = 3061.0 ps | State = SRA    | Next State = WB_alu | PC = 00000018 | IR = 00010843
T = 3070.0 ps | State = WB_alu | Next State = FETCH  | PC = 00000018 | IR = 00010843
T = 3080.0 ps | State = FETCH  | Next State = DECODE | PC = 00000018 | IR = 00010843
T = 3090.0 ps | State = DECODE | Next State =I/J-Type| PC = 0000001c | IR = ade10000
T = 3100.0 ps | State = SW     | Next State = WB_mem | PC = 0000001c | IR = ade10000
T = 3110.0 ps | State = WB_mem | Next State = FETCH  | PC = 0000001c | IR = ade10000
T = 3120.0 ps | State = FETCH  | Next State = DECODE | PC = 0000001c | IR = ade10000
T = 3130.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000020 | IR = 21ef0004
T = 3141.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000020 | IR = 21ef0004
T = 3150.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000020 | IR = 21ef0004
T = 3160.0 ps | State = FETCH  | Next State = DECODE | PC = 00000020 | IR = 21ef0004
T = 3170.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000024 | IR = 2042ffff
T = 3181.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000024 | IR = 2042ffff
T = 3190.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000024 | IR = 2042ffff
T = 3200.0 ps | State = FETCH  | Next State = DECODE | PC = 00000024 | IR = 2042ffff
T = 3210.0 ps | State = DECODE | Next State = R-Type | PC = 00000028 | IR = 1440fffb
T = 3221.0 ps | State = BNE_1  | Next State = BNE_2  | PC = 00000028 | IR = 1440fffb
T = 3230.0 ps | State = BNE_2  | Next State = FETCH  | PC = 00000028 | IR = 1440fffb
T = 3240.0 ps | State = FETCH  | Next State = DECODE | PC = 00000014 | IR = 1440fffb
T = 3250.0 ps | State = DECODE | Next State = R-Type | PC = 00000018 | IR = 00010843
T = 3261.0 ps | State = SRA    | Next State = WB_alu | PC = 00000018 | IR = 00010843
T = 3270.0 ps | State = WB_alu | Next State = FETCH  | PC = 00000018 | IR = 00010843
T = 3280.0 ps | State = FETCH  | Next State = DECODE | PC = 00000018 | IR = 00010843
T = 3290.0 ps | State = DECODE | Next State =I/J-Type| PC = 0000001c | IR = ade10000
T = 3300.0 ps | State = SW     | Next State = WB_mem | PC = 0000001c | IR = ade10000
T = 3310.0 ps | State = WB_mem | Next State = FETCH  | PC = 0000001c | IR = ade10000
T = 3320.0 ps | State = FETCH  | Next State = DECODE | PC = 0000001c | IR = ade10000
T = 3330.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000020 | IR = 21ef0004
T = 3341.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000020 | IR = 21ef0004
T = 3350.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000020 | IR = 21ef0004
T = 3360.0 ps | State = FETCH  | Next State = DECODE | PC = 00000020 | IR = 21ef0004
T = 3370.0 ps | State = DECODE | Next State =I/J-Type| PC = 00000024 | IR = 2042ffff
T = 3381.0 ps | State = ADDI   | Next State = WB_imm | PC = 00000024 | IR = 2042ffff
T = 3390.0 ps | State = WB_imm | Next State = FETCH  | PC = 00000024 | IR = 2042ffff
T = 3400.0 ps | State = FETCH  | Next State = DECODE | PC = 00000024 | IR = 2042ffff
T = 3410.0 ps | State = DECODE | Next State = R-Type | PC = 00000028 | IR = 1440fffb
T = 3421.0 ps | State = BNE_1  | Next State = BNE_2  | PC = 00000028 | IR = 1440fffb
T = 3430.0 ps | State = BNE_2  | Next State = FETCH  | PC = 00000028 | IR = 1440fffb
T = 3440.0 ps | State = FETCH  | Next State = DECODE | PC = 00000028 | IR = 1440fffb
T = 3450.0 ps | State = DECODE | Next State =I/J-Type| PC = 0000002c | IR = 0810000c
T = 3460.0 ps | State = J      | Next State = FETCH  | PC = 0000002c | IR = 0810000c
T = 3470.0 ps | State = FETCH  | Next State = DECODE | PC = 00400030 | IR = 0810000c
T = 3480.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400034 | IR = 3c0e5a5a
T = 3491.0 ps | State = LUI    | Next State = WB_imm | PC = 00400034 | IR = 3c0e5a5a
T = 3500.0 ps | State = WB_imm | Next State = FETCH  | PC = 00400034 | IR = 3c0e5a5a
T = 3510.0 ps | State = FETCH  | Next State = DECODE | PC = 00400034 | IR = 3c0e5a5a
T = 3520.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400038 | IR = 35ce3c3c
T = 3531.0 ps | State = ORI    | Next State = WB_imm | PC = 00400038 | IR = 35ce3c3c
T = 3540.0 ps | State = WB_imm | Next State = FETCH  | PC = 00400038 | IR = 35ce3c3c
T = 3550.0 ps | State = FETCH  | Next State = DECODE | PC = 00400038 | IR = 35ce3c3c
T = 3560.0 ps | State = DECODE | Next State = R-Type | PC = 0040003c | IR = 0000000d
BREAK INSTRUCTION FETCHED 3565.0 ps
 
D i s p l a y i n g   C o n t e n t s   o f   R e g f i l e
R [  0 ]   =   00000000    |   R [         16 ]   =   xxxxxxxx
R [  1 ]   =   ffff8000    |   R [         17 ]   =   xxxxxxxx
R [  2 ]   =   00000000    |   R [         18 ]   =   xxxxxxxx
R [  3 ]   =   xxxxxxxx    |   R [         19 ]   =   xxxxxxxx
R [  4 ]   =   xxxxxxxx    |   R [         20 ]   =   xxxxxxxx
R [  5 ]   =   xxxxxxxx    |   R [         21 ]   =   xxxxxxxx
R [  6 ]   =   xxxxxxxx    |   R [         22 ]   =   xxxxxxxx
R [  7 ]   =   xxxxxxxx    |   R [         23 ]   =   xxxxxxxx
R [  8 ]   =   xxxxxxxx    |   R [         24 ]   =   xxxxxxxx
R [  9 ]   =   xxxxxxxx    |   R [         25 ]   =   xxxxxxxx
R [ 10 ]   =   xxxxxxxx    |   R [         26 ]   =   xxxxxxxx
R [ 11 ]   =   xxxxxxxx    |   R [         27 ]   =   xxxxxxxx
R [ 12 ]   =   xxxxxxxx    |   R [         28 ]   =   xxxxxxxx
R [ 13 ]   =   xxxxxxxx    |   R [         29 ]   =   00000000
R [ 14 ]   =   5a5a3c3c    |   R [         30 ]   =   xxxxxxxx
R [ 15 ]   =   10010100    |   R [         31 ]   =   xxxxxxxx
 
D i s p l a y i n g   C o n t e n t s   o f   D a t a   M e m o r y
d M e m [ 0c0 ]   =   0xc0007fff
d M e m [ 0c4 ]   =   0xe0003fff
d M e m [ 0c8 ]   =   0xf0001fff
d M e m [ 0cc ]   =   0xf8000fff
d M e m [ 0d0 ]   =   0xfc0007ff
d M e m [ 0d4 ]   =   0xfe0003ff
d M e m [ 0d8 ]   =   0xff0001ff
d M e m [ 0dc ]   =   0xff8000ff
d M e m [ 0e0 ]   =   0xffc0007f
d M e m [ 0e4 ]   =   0xffe0003f
d M e m [ 0e8 ]   =   0xfff0001f
d M e m [ 0ec ]   =   0xfff8000f
d M e m [ 0f0 ]   =   0xfffc0007
d M e m [ 0f4 ]   =   0xfffe0003
d M e m [ 0f8 ]   =   0xffff0001
d M e m [ 0fc ]   =   0xffff8000
$finish called at time : 3570 ns : File "C:/Users/Jesus Luciano/Desktop/MIPS_CPU/Execution_Unit_modified/Execution_Unit.srcs/sources_1/new/MCU.v" Line 929
